time,us,acc
15:54:04.425,116960408,38.17
15:54:04.463,116992464,34.97
15:54:04.501,117024520,34.35
15:54:04.501,117056568,34.33
15:54:04.538,117088632,37.92
15:54:04.574,117120688,37.80
15:54:04.611,117152736,35.94
15:54:04.649,117184792,42.89
15:54:04.686,117215864,37.53
15:54:04.720,117247912,37.24
15:54:04.757,117279960,34.12
15:54:04.757,117312012,40.31
15:54:04.794,117344056,33.61
15:54:04.831,117376096,35.55
15:54:04.867,117408156,38.03
15:54:04.904,117440208,36.83
15:54:04.942,117472268,35.68
15:54:04.979,117504316,35.19
15:54:05.017,117536376,36.08
15:54:05.017,117568428,40.06
15:54:05.053,117600468,37.00
15:54:05.086,117632516,34.47
15:54:05.120,117664556,34.99
15:54:05.157,117696612,36.48
15:54:05.195,117727676,32.67
15:54:05.230,117759732,38.76
15:54:05.265,117791788,39.49
15:54:05.302,117823836,37.46
15:54:05.302,117855884,36.34
15:54:05.335,117887924,35.27
15:54:05.370,117919976,38.94
15:54:05.410,117952036,38.55
15:54:05.444,117984080,35.09
15:54:05.479,118016124,36.67
15:54:05.516,118048184,39.45
15:54:05.551,118080220,36.08
15:54:05.589,118112280,37.08
15:54:05.626,118144328,38.46
15:54:05.626,118175384,33.45
15:54:05.664,118207440,38.81
15:54:05.701,118238496,37.20
15:54:05.736,118270552,36.16
15:54:05.774,118302608,35.55
15:54:05.812,118334660,34.32
15:54:05.812,118366708,36.89
15:54:05.847,118397764,34.74
15:54:05.884,118429816,40.31
15:54:05.922,118461868,35.64
15:54:05.960,118493900,38.04
15:54:05.993,118525944,33.99
15:54:06.030,118558000,37.36
15:54:06.068,118590056,35.47
15:54:06.103,118622096,34.94
15:54:06.103,118654152,36.96
15:54:06.137,118686204,36.04
15:54:06.174,118718252,35.46
15:54:06.212,118750300,40.28
15:54:06.246,118782360,39.80
15:54:06.281,118813416,38.07
15:54:06.316,118845456,43.31
15:54:06.349,118877504,36.92
15:54:06.387,118909548,38.45
15:54:06.421,118941600,36.16
15:54:06.421,118973644,37.35
15:54:06.457,119005692,33.27
15:54:06.491,119037740,33.96
15:54:06.527,119068796,38.96
15:54:06.563,119100852,39.69
15:54:06.596,119132908,35.91
15:54:06.634,119164952,36.81
15:54:06.670,119197016,36.48
15:54:06.703,119228088,41.26
15:54:06.739,119260136,36.23
15:54:06.739,119292188,38.86
15:54:06.776,119323252,38.47
15:54:06.814,119355308,36.14
15:54:06.852,119387348,37.27
15:54:06.890,119419400,35.52
15:54:06.926,119451448,38.59
15:54:06.960,119483504,40.54
15:54:06.994,119515564,37.95
15:54:07.031,119547612,36.25
15:54:07.031,119579656,37.63
15:54:07.067,119611712,36.83
15:54:07.103,119642776,37.18
15:54:07.140,119674820,38.23
15:54:07.178,119705884,36.57
15:54:07.213,119737944,35.42
15:54:07.251,119769996,34.51
15:54:07.251,119802040,39.47
15:54:07.285,119834084,36.17
15:54:07.319,119866136,38.57
15:54:07.357,119898192,37.52
15:54:07.390,119929256,37.17
15:54:07.424,119961288,36.10
15:54:07.458,119993332,36.49
15:54:07.493,120025384,39.13
15:54:07.526,120056452,34.04
15:54:07.560,120088496,37.31
15:54:07.597,120120544,38.80
15:54:07.634,120152588,35.34
15:54:07.634,120184628,35.29
15:54:07.672,120216676,36.88
15:54:07.709,120248728,42.72
15:54:07.746,120280772,35.55
15:54:07.784,120312824,37.57
15:54:07.819,120344876,39.35
15:54:07.856,120375952,37.32
15:54:07.856,120407996,38.28
15:54:07.891,120440048,35.45
15:54:07.927,120472100,34.44
15:54:07.965,120504132,36.55
15:54:08.000,120536180,37.77
15:54:08.035,120568240,35.57
15:54:08.069,120600292,37.19
15:54:08.103,120632336,37.05
15:54:08.140,120663392,32.64
15:54:08.174,120695444,33.83
15:54:08.211,120727488,35.92
15:54:08.211,120759548,36.97
15:54:08.245,120791600,39.09
15:54:08.278,120823640,38.29
15:54:08.316,120855688,37.89
15:54:08.352,120887744,34.04
15:54:08.388,120919784,38.36
15:54:08.423,120951832,35.10
15:54:08.458,120983880,37.37
15:54:08.495,121015932,37.81
15:54:08.495,121047976,36.39
15:54:08.533,121080032,34.85
15:54:08.568,121112084,38.05
15:54:08.602,121144136,37.10
15:54:08.640,121176176,34.64
15:54:08.674,121208228,34.49
15:54:08.707,121240280,33.51
15:54:08.745,121272316,36.72
15:54:08.780,121304372,35.93
15:54:08.817,121335432,39.04
15:54:08.817,121367472,37.01
15:54:08.851,121399508,36.63
15:54:08.884,121430572,33.18
15:54:08.921,121462604,38.41
15:54:08.958,121494660,31.64
15:54:08.995,121526708,37.95
15:54:09.031,121558768,40.28
15:54:09.066,121590812,37.77
15:54:09.104,121622860,35.32
15:54:09.141,121654912,35.92
15:54:09.141,121685968,36.03
15:54:09.177,121718016,40.90
15:54:09.211,121750076,39.07
15:54:09.246,121782128,39.21
15:54:09.282,121814168,33.87
15:54:09.320,121846224,37.70
15:54:09.357,121878272,37.59
15:54:09.395,121909328,34.77
15:54:09.395,121941384,39.91
15:54:09.432,121973444,36.53
15:54:09.467,122005492,40.05
15:54:09.505,122037536,35.75
15:54:09.543,122069592,38.00
15:54:09.578,122101620,36.54
15:54:09.613,122133664,39.64
15:54:09.613,122165724,38.04
15:54:09.650,122197768,36.63
15:54:09.688,122229816,36.85
15:54:09.725,122261872,38.13
15:54:09.762,122293920,37.26
15:54:09.799,122325964,39.02
15:54:09.833,122358016,40.72
15:54:09.866,122390064,38.03
15:54:09.904,122422116,37.46
15:54:09.904,122454176,37.51
15:54:09.937,122486232,38.72
15:54:09.974,122518280,38.11
15:54:10.012,122550340,36.16
15:54:10.048,122582392,36.20
15:54:10.083,122614448,41.88
15:54:10.119,122646496,37.55
15:54:10.157,122678548,37.04
15:54:10.192,122710596,37.02
15:54:10.192,122742648,38.76
15:54:10.230,122774696,38.07
15:54:10.267,122805760,37.74
15:54:10.301,122837816,35.72
15:54:10.337,122869860,40.32
15:54:10.373,122901912,35.13
15:54:10.411,122933952,41.19
15:54:10.447,122966004,34.67
15:54:10.484,122998056,37.83
15:54:10.484,123029116,38.67
15:54:10.518,123060172,34.77
15:54:10.555,123092224,41.48
15:54:10.592,123124276,37.65
15:54:10.626,123156328,40.01
15:54:10.663,123188372,38.74
15:54:10.700,123220432,37.37
15:54:10.736,123252488,37.25
15:54:10.736,123284536,38.76
15:54:10.774,123316596,38.98
15:54:10.810,123347652,37.08
15:54:10.848,123379704,41.92
15:54:10.884,123411764,39.04
15:54:10.919,123443824,35.05
15:54:10.953,123475876,35.73
15:54:10.991,123507928,35.85
15:54:10.991,123539980,37.83
15:54:11.029,123572028,38.59
15:54:11.066,123603092,37.00
15:54:11.100,123634156,38.66
15:54:11.138,123665220,36.40
15:54:11.173,123697268,38.17
15:54:11.211,123729328,34.14
15:54:11.211,123761372,38.21
15:54:11.246,123793424,37.96
15:54:11.283,123825476,38.47
15:54:11.320,123857536,36.03
15:54:11.358,123889592,39.21
15:54:11.394,123921636,38.91
15:54:11.430,123953684,39.47
15:54:11.467,123985740,36.78
15:54:11.505,124017788,39.15
15:54:11.505,124048852,39.16
15:54:11.539,124079916,36.61
15:54:11.577,124111960,39.54
15:54:11.610,124144012,31.47
15:54:11.646,124176056,39.64
15:54:11.684,124208108,36.58
15:54:11.719,124240164,38.40
15:54:11.755,124271220,37.73
15:54:11.755,124303260,40.48
15:54:11.790,124335308,36.63
15:54:11.827,124367360,34.03
15:54:11.865,124399400,35.02
15:54:11.903,124431452,40.22
15:54:11.941,124463512,35.70
15:54:11.976,124495552,40.06
15:54:12.012,124527596,36.12
15:54:12.012,124559648,40.68
15:54:12.049,124591708,40.29
15:54:12.085,124623740,42.77
15:54:12.121,124655788,36.32
15:54:12.158,124687832,35.83
15:54:12.192,124719868,38.45
15:54:12.230,124751912,34.28
15:54:12.267,124783972,36.52
15:54:12.267,124816020,42.13
15:54:12.301,124848072,38.01
15:54:12.338,124880120,38.65
15:54:12.376,124912176,36.37
15:54:12.410,124944224,30.65
15:54:12.446,124976272,40.12
15:54:12.483,125008324,31.20
15:54:12.520,125040352,35.04
15:54:12.557,125072400,40.35
15:54:12.557,125104452,38.55
15:54:12.595,125135516,43.40
15:54:12.629,125167564,37.11
15:54:12.667,125199616,45.97
15:54:12.700,125231672,35.22
15:54:12.737,125263720,31.32
15:54:12.775,125295760,41.63
15:54:12.810,125327804,37.46
15:54:12.845,125359860,35.96
15:54:12.845,125391912,33.08
15:54:12.881,125423972,45.09
15:54:12.917,125456028,36.20
15:54:12.955,125487084,35.69
15:54:12.990,125519132,36.36
15:54:13.024,125550196,37.61
15:54:13.058,125582252,33.68
15:54:13.094,125614288,30.86
15:54:13.129,125646340,40.48
15:54:13.167,125678384,21.52
15:54:13.167,125710416,33.42
15:54:13.202,125742472,38.40
15:54:13.240,125774524,46.26
15:54:13.274,125806580,47.57
15:54:13.310,125837636,33.78
15:54:13.347,125869696,32.51
15:54:13.384,125901740,33.30
15:54:13.418,125933776,47.55
15:54:13.418,125965824,35.89
15:54:13.452,125997876,36.17
15:54:13.489,126029928,232.68
15:54:13.527,126061000,79.81
15:54:13.564,126093052,30.48
15:54:13.602,126124116,58.52
15:54:13.638,126156168,48.25
15:54:13.638,126188200,33.13
15:54:13.673,126220244,34.94
15:54:13.707,126252300,20.67
15:54:13.742,126284356,29.03
15:54:13.778,126316400,53.87
15:54:13.815,126348448,32.87
15:54:13.853,126380508,40.27
15:54:13.890,126412556,30.20
15:54:13.927,126444608,39.83
15:54:13.964,126476664,31.75
15:54:13.964,126508724,48.26
15:54:14.001,126540776,45.06
15:54:14.037,126572824,35.68
15:54:14.075,126604884,31.93
15:54:14.110,126636932,41.20
15:54:14.146,126668972,41.98
15:54:14.184,126701032,35.33
15:54:14.184,126733084,35.25
15:54:14.218,126765132,40.55
15:54:14.251,126797196,39.02
15:54:14.284,126829240,35.56
15:54:14.321,126861272,40.64
15:54:14.358,126893316,36.82
15:54:14.392,126925368,37.40
15:54:14.426,126957416,37.52
15:54:14.460,126989456,36.55
15:54:14.496,127020520,36.52
15:54:14.530,127052572,37.70
15:54:14.568,127084624,38.10
15:54:14.568,127115692,39.72
15:54:14.605,127147748,34.91
15:54:14.638,127179804,37.06
15:54:14.674,127211852,32.95
15:54:14.709,127243884,35.89
15:54:14.744,127275932,36.83
15:54:14.778,127307980,41.66
15:54:14.814,127340020,42.28
15:54:14.850,127372076,32.83
15:54:14.884,127404120,40.50
15:54:14.919,127436168,36.94
15:54:14.956,127468204,35.81
15:54:14.956,127500260,38.59
15:54:14.992,127532308,36.29
15:54:15.026,127563372,37.49
15:54:15.061,127595424,40.03
15:54:15.098,127627460,35.03
15:54:15.135,127659516,35.96
15:54:15.173,127691564,37.03
15:54:15.206,127723604,35.31
15:54:15.240,127755652,37.22
15:54:15.240,127787696,30.62
15:54:15.277,127819732,35.73
15:54:15.312,127851776,38.73
15:54:15.348,127883828,35.08
15:54:15.383,127915864,34.80
15:54:15.416,127947900,42.13
15:54:15.450,127979956,34.09
15:54:15.487,128011996,37.42
15:54:15.523,128044024,45.76
15:54:15.557,128075092,40.52
15:54:15.594,128107136,32.40
15:54:15.594,128139172,30.04
15:54:15.627,128171220,56.65
15:54:15.661,128203280,39.90
15:54:15.696,128234332,45.35
15:54:15.733,128266380,18.52
15:54:15.772,128298436,28.60
15:54:15.807,128330492,27.15
15:54:15.843,128362528,34.67
15:54:15.880,128394592,41.90
15:54:15.880,128425652,47.82
15:54:15.918,128457696,44.23
15:54:15.952,128489744,37.28
15:54:15.990,128521800,25.69
15:54:16.024,128553860,35.70
15:54:16.058,128585904,18.39
15:54:16.096,128617956,53.05
15:54:16.133,128650004,43.01
15:54:16.169,128682052,51.60
15:54:16.169,128714116,33.92
15:54:16.206,128746160,36.23
15:54:16.244,128778204,46.77
15:54:16.281,128810264,20.08
15:54:16.318,128842324,49.38
15:54:16.352,128874372,43.39
15:54:16.388,128906416,19.00
15:54:16.426,128938464,25.86
15:54:16.426,128970492,50.23
15:54:16.463,129002524,37.28
15:54:16.499,129034552,52.73
15:54:16.536,129066604,40.66
15:54:16.572,129097660,46.91
15:54:16.606,129129708,39.57
15:54:16.641,129161768,22.44
15:54:16.677,129193800,20.56
15:54:16.712,129225836,18.10
15:54:16.712,129256900,85.33
15:54:16.750,129288960,21.82
15:54:16.788,129320996,70.66
15:54:16.825,129353060,11.28
15:54:16.863,129385120,37.98
15:54:16.900,129416184,35.01
15:54:16.937,129448232,44.35
15:54:16.937,129479292,13.14
15:54:16.971,129511348,25.40
15:54:17.009,129542416,30.92
15:54:17.046,129574472,41.24
15:54:17.083,129606524,28.36
15:54:17.117,129638572,47.20
15:54:17.152,129670620,51.59
15:54:17.188,129702664,66.25
15:54:17.224,129734700,34.41
15:54:17.224,129766752,47.86
15:54:17.260,129797816,38.70
15:54:17.294,129829852,56.34
15:54:17.332,129861880,8.04
15:54:17.367,129893928,41.75
15:54:17.405,129925976,15.46
15:54:17.443,129958032,36.80
15:54:17.479,129990076,35.29
15:54:17.479,130022100,42.47
15:54:17.516,130054140,45.93
15:54:17.554,130086188,47.85
15:54:17.589,130118244,42.88
15:54:17.622,130150288,57.55
15:54:17.660,130182340,8.42
15:54:17.698,130214388,34.54
15:54:17.734,130246428,20.94
15:54:17.767,130278488,32.96
15:54:17.767,130310544,38.96
15:54:17.802,130342600,55.37
15:54:17.840,130373660,32.87
15:54:17.877,130405708,25.54
15:54:17.914,130437764,36.71
15:54:17.949,130469812,68.96
15:54:17.986,130500876,39.46
15:54:18.024,130532936,35.57
15:54:18.024,130564992,30.57
15:54:18.059,130597052,33.46
15:54:18.095,130629112,44.03
15:54:18.132,130661156,40.28
15:54:18.171,130693208,41.89
15:54:18.205,130725264,43.88
15:54:18.243,130757320,31.65
15:54:18.243,130789364,20.77
15:54:18.280,130821424,11.11
15:54:18.317,130852480,53.48
15:54:18.355,130884520,44.21
15:54:18.389,130916580,59.83
15:54:18.427,130948632,64.27
15:54:18.460,130980668,43.23
15:54:18.497,131012716,-11.92
15:54:18.533,131044768,32.35
15:54:18.533,131076808,25.15
15:54:18.569,131108844,34.34
15:54:18.606,131140872,31.31
15:54:18.639,131172904,64.10
15:54:18.676,131204932,32.75
15:54:18.712,131236960,60.12
15:54:18.745,131269016,38.47
15:54:18.783,131301056,54.65
15:54:18.820,131333096,5.00
15:54:18.820,131364160,41.16
15:54:18.857,131396208,20.99
15:54:18.891,131428256,40.38
15:54:18.928,131460288,24.95
15:54:18.964,131492332,60.03
15:54:19.002,131524368,47.03
15:54:19.039,131556408,50.28
15:54:19.076,131588464,35.84
15:54:19.111,131620508,50.59
15:54:19.111,131652552,36.75
15:54:19.149,131684596,39.00
15:54:19.185,131715664,21.15
15:54:19.219,131747704,40.50
15:54:19.253,131779752,39.73
15:54:19.291,131811804,33.14
15:54:19.328,131843844,38.29
15:54:19.366,131875892,45.83
15:54:19.366,131907940,36.07
15:54:19.404,131938996,35.68
15:54:19.438,131971052,46.27
15:54:19.476,132003100,39.83
15:54:19.513,132035152,30.95
15:54:19.550,132067204,25.45
15:54:19.584,132099252,42.78
15:54:19.620,132131288,39.92
15:54:19.620,132163336,19.78
15:54:19.657,132195388,51.79
15:54:19.695,132227428,31.22
15:54:19.731,132259480,49.66
15:54:19.769,132291532,23.75
15:54:19.803,132323576,47.85
15:54:19.841,132355632,40.24
15:54:19.875,132387668,39.23
15:54:19.913,132419728,22.19
15:54:19.913,132451788,43.62
15:54:19.949,132483840,23.21
15:54:19.984,132515892,37.78
15:54:20.021,132547956,40.55
15:54:20.058,132580016,47.86
15:54:20.095,132611080,12.67
15:54:20.133,132643132,17.83
15:54:20.133,132674196,48.32
15:54:20.171,132706240,61.18
15:54:20.207,132738288,18.63
15:54:20.241,132770332,35.63
15:54:20.274,132802368,25.05
15:54:20.311,132834408,77.43
15:54:20.345,132865472,35.95
15:54:20.382,132897524,44.90
15:54:20.420,132929564,42.74
15:54:20.420,132961616,46.52
15:54:20.455,132992676,53.54
15:54:20.490,133024724,36.88
15:54:20.524,133056772,24.73
15:54:20.557,133088816,40.96
15:54:20.595,133120868,32.43
15:54:20.628,133152904,36.74
15:54:20.665,133183976,47.69
15:54:20.703,133216012,52.70
15:54:20.740,133247080,56.67
15:54:20.740,133278144,46.14
15:54:20.775,133310204,50.33
15:54:20.809,133342252,24.54
15:54:20.846,133373320,44.33
15:54:20.883,133405368,2.08
15:54:20.920,133436432,3.83
15:54:20.954,133468492,28.94
15:54:20.992,133500548,86.51
15:54:20.992,133532588,34.73
15:54:21.030,133564648,57.68
15:54:21.066,133596688,47.86
15:54:21.101,133628740,64.44
15:54:21.136,133660788,37.09
15:54:21.174,133691852,50.36
15:54:21.209,133723900,5.88
15:54:21.247,133755956,0.77
15:54:21.247,133788016,45.01
15:54:21.283,133820044,66.16
15:54:21.321,133852088,39.82
15:54:21.356,133884140,38.80
15:54:21.393,133915204,32.84
15:54:21.431,133947256,63.24
15:54:21.468,133979296,20.25
15:54:21.502,134011348,25.99
15:54:21.535,134043404,38.78
15:54:21.535,134074468,58.63
15:54:21.571,134106524,62.44
15:54:21.607,134137580,35.31
15:54:21.642,134169624,10.42
15:54:21.680,134201664,54.98
15:54:21.716,134233720,28.93
15:54:21.752,134264772,34.80
15:54:21.752,134296816,55.54
15:54:21.787,134328856,61.23
15:54:21.821,134360896,49.77
15:54:21.858,134392948,43.36
15:54:21.892,134424012,42.00
15:54:21.927,134455076,51.52
15:54:21.965,134487124,20.62
15:54:22.000,134519172,29.76
15:54:22.033,134551232,29.13
15:54:22.071,134583284,45.52
15:54:22.104,134615332,34.45
15:54:22.104,134646396,52.36
15:54:22.138,134677460,33.25
15:54:22.175,134709520,29.86
15:54:22.209,134740592,26.86
15:54:22.245,134771656,13.89
15:54:22.283,134803708,62.75
15:54:22.317,134835768,56.28
15:54:22.353,134867812,57.93
15:54:22.391,134899856,41.87
15:54:22.424,134931908,68.54
15:54:22.424,134963964,19.50
15:54:22.461,134996012,23.75
15:54:22.499,135028072,19.13
15:54:22.537,135060116,-11.00
15:54:22.574,135092152,31.09
15:54:22.608,135124192,101.97
15:54:22.641,135156252,61.89
15:54:22.679,135188304,27.52
15:54:22.679,135220352,20.18
15:54:22.712,135252404,61.83
15:54:22.750,135284456,11.14
15:54:22.787,135316500,19.05
15:54:22.824,135348556,41.60
15:54:22.859,135380612,50.65
15:54:22.896,135412664,43.51
15:54:22.933,135444708,51.32
15:54:22.968,135476756,24.91
15:54:23.002,135508808,17.40
15:54:23.002,135540848,61.14
15:54:23.037,135571920,58.06
15:54:23.073,135603972,23.13
15:54:23.110,135636008,35.36
15:54:23.145,135668036,49.82
15:54:23.182,135700072,53.79
15:54:23.219,135732124,35.14
15:54:23.254,135764168,45.46
15:54:23.292,135796216,55.08
15:54:23.292,135828272,45.71
15:54:23.327,135860328,30.74
15:54:23.364,135891392,38.35
15:54:23.402,135923452,19.05
15:54:23.436,135955500,48.74
15:54:23.473,135986580,19.49
15:54:23.510,136017636,53.46
15:54:23.510,136049696,50.79
15:54:23.548,136080768,45.78
15:54:23.585,136112828,37.50
15:54:23.622,136144888,22.78
15:54:23.656,136175960,23.51
15:54:23.694,136207024,-2.56
15:54:23.732,136239068,70.64
15:54:23.732,136271088,57.86
15:54:23.766,136303140,85.48
15:54:23.804,136335188,30.63
15:54:23.838,136367228,39.38
15:54:23.873,136399284,34.42
15:54:23.909,136431332,4.89
15:54:23.943,136462396,-10.72
15:54:23.978,136494460,21.06
15:54:24.014,136526500,114.28
15:54:24.051,136558540,90.07
15:54:24.051,136590584,21.54
15:54:24.088,136622628,18.01
15:54:24.126,136654676,30.17
15:54:24.163,136686724,62.00
15:54:24.200,136718780,16.75
15:54:24.237,136749844,18.22
15:54:24.273,136780912,30.44
15:54:24.273,136811976,47.48
15:54:24.306,136844032,46.82
15:54:24.344,136875100,28.61
15:54:24.381,136907160,25.21
15:54:24.417,136939212,23.12
15:54:24.453,136971276,37.74
15:54:24.491,137002332,42.26
15:54:24.524,137034388,53.65
15:54:24.559,137066448,20.33
15:54:24.559,137098500,50.19
15:54:24.596,137129568,30.65
15:54:24.634,137161608,56.45
15:54:24.668,137193660,33.47
15:54:24.702,137225716,53.97
15:54:24.739,137257772,44.69
15:54:24.775,137289828,38.77
15:54:24.813,137320892,34.28
15:54:24.813,137352948,39.74
15:54:24.851,137384992,43.99
15:54:24.888,137417056,35.69
15:54:24.921,137449108,27.40
15:54:24.958,137481156,65.60
15:54:24.993,137513192,39.44
15:54:25.027,137545236,33.89
15:54:25.062,137577292,37.23
15:54:25.099,137609344,45.51
15:54:25.137,137641396,29.76
15:54:25.137,137673452,36.37
15:54:25.174,137705500,33.30
15:54:25.212,137737548,35.46
15:54:25.250,137768604,34.89
15:54:25.286,137800660,36.83
15:54:25.319,137832708,52.03
15:54:25.355,137864760,44.43
15:54:25.390,137896812,49.22
15:54:25.390,137927880,38.80
15:54:25.425,137959932,42.30
15:54:25.463,137991980,23.83
15:54:25.500,138024024,38.57
15:54:25.537,138055092,38.69
15:54:25.573,138087144,43.90
15:54:25.610,138118200,34.81
15:54:25.644,138150268,36.89
15:54:25.644,138182324,45.98
15:54:25.677,138213404,39.14
15:54:25.715,138245464,31.56
15:54:25.749,138277516,27.71
15:54:25.787,138309568,26.20
15:54:25.822,138341612,26.15
15:54:25.859,138373672,38.12
15:54:25.893,138405732,35.50
15:54:25.931,138437780,38.46
15:54:25.931,138468848,31.84
15:54:25.967,138500904,32.14
15:54:26.003,138532956,18.68
15:54:26.040,138564020,54.62
15:54:26.074,138596056,53.28
15:54:26.109,138628084,41.95
15:54:26.146,138660144,43.96
15:54:26.184,138691220,42.21
15:54:26.184,138723264,36.40
15:54:26.222,138755316,31.30
15:54:26.259,138787364,33.64
15:54:26.295,138819408,9.52
15:54:26.330,138850476,28.59
15:54:26.367,138881540,68.26
15:54:26.405,138913588,59.95
15:54:26.405,138945648,39.48
15:54:26.443,138976720,27.44
15:54:26.481,139008772,89.42
15:54:26.517,139040832,65.49
15:54:26.555,139072896,17.29
15:54:26.593,139104952,-38.76
15:54:26.631,139136988,42.58
15:54:26.631,139169044,24.17
15:54:26.667,139201096,49.52
15:54:26.701,139233144,83.76
15:54:26.738,139265188,49.29
15:54:26.774,139297240,70.04
15:54:26.808,139329284,17.98
15:54:26.843,139361332,62.98
15:54:26.881,139392400,2.24
15:54:26.917,139424456,23.17
15:54:26.917,139456504,20.81
15:54:26.955,139488552,31.41
15:54:26.991,139520608,47.08
15:54:27.029,139552668,15.08
15:54:27.066,139584712,60.64
15:54:27.105,139616772,37.38
15:54:27.142,139648828,72.64
15:54:27.142,139680880,53.41
15:54:27.180,139712928,50.05
15:54:27.216,139744972,22.34
15:54:27.254,139777012,3.92
15:54:27.292,139809056,10.30
15:54:27.327,139841116,3.79
15:54:27.363,139873144,50.92
15:54:27.401,139905180,80.99
15:54:27.401,139937228,41.61
15:54:27.435,139969272,60.19
15:54:27.469,140001312,35.81
15:54:27.502,140033372,32.11
15:54:27.537,140065420,16.47
15:54:27.574,140097464,32.00
15:54:27.607,140129516,38.61
15:54:27.644,140161572,52.45
15:54:27.681,140192636,27.77
15:54:27.718,140224688,50.75
15:54:27.718,140255752,51.35
15:54:27.755,140287792,60.11
15:54:27.793,140319832,28.00
15:54:27.831,140350900,22.05
15:54:27.866,140382948,22.19
15:54:27.903,140414988,15.00
15:54:27.938,140447012,24.48
15:54:27.973,140479056,42.69
15:54:28.007,140511100,64.66
15:54:28.007,140543160,36.92
15:54:28.044,140575192,42.60
15:54:28.081,140607228,46.37
15:54:28.119,140639288,45.99
15:54:28.153,140671352,5.12
15:54:28.188,140703388,39.55
15:54:28.224,140734444,22.86
15:54:28.258,140766484,32.77
15:54:28.295,140798536,37.52
15:54:28.295,140830580,59.77
15:54:28.330,140862632,39.44
15:54:28.367,140894692,47.49
15:54:28.405,140926736,42.48
15:54:28.439,140958796,46.05
15:54:28.474,140990852,24.39
15:54:28.511,141022904,38.31
15:54:28.545,141054948,49.54
15:54:28.582,141086996,39.50
15:54:28.582,141118060,31.86
15:54:28.617,141150108,28.14
15:54:28.650,141182148,21.44
15:54:28.688,141214200,76.26
15:54:28.726,141246260,33.63
15:54:28.763,141278292,53.92
15:54:28.800,141310344,52.58
15:54:28.837,141341396,52.24
15:54:28.870,141373440,43.67
15:54:28.870,141405480,-0.70
15:54:28.906,141437532,19.24
15:54:28.941,141468596,4.84
15:54:28.978,141500648,79.93
15:54:29.015,141531712,46.39
15:54:29.050,141563764,50.30
15:54:29.087,141595804,28.50
15:54:29.120,141626872,21.46
15:54:29.120,141658924,27.01
15:54:29.154,141690964,17.01
15:54:29.189,141723016,72.98
15:54:29.224,141754068,25.43
15:54:29.262,141786128,65.19
15:54:29.298,141817184,41.23
15:54:29.335,141849224,66.66
15:54:29.373,141881276,53.62
15:54:29.407,141913316,36.83
15:54:29.443,141945372,24.57
15:54:29.443,141977424,11.61
15:54:29.476,142009468,13.89
15:54:29.509,142041520,27.37
15:54:29.546,142073568,54.31
15:54:29.583,142105624,75.08
15:54:29.618,142137688,60.47
15:54:29.651,142168756,23.63
15:54:29.689,142200796,41.28
15:54:29.723,142232840,47.33
15:54:29.760,142264892,27.76
15:54:29.760,142296948,24.98
15:54:29.796,142328004,30.73
15:54:29.833,142360056,50.00
15:54:29.868,142392092,34.54
15:54:29.902,142424148,19.23
15:54:29.936,142456196,16.16
15:54:29.973,142488236,69.91
15:54:30.010,142520292,39.98
15:54:30.048,142552340,66.39
15:54:30.048,142584400,49.28
15:54:30.083,142616460,93.68
15:54:30.121,142648512,18.96
15:54:30.158,142680568,-6.40
15:54:30.194,142712600,1.30
15:54:30.228,142744644,23.21
15:54:30.266,142776696,56.18
15:54:30.304,142808740,63.56
15:54:30.341,142840768,47.39
15:54:30.341,142872812,35.22
15:54:30.375,142904856,35.28
15:54:30.413,142936916,22.51
15:54:30.449,142968964,13.90
15:54:30.487,143001024,83.62
15:54:30.523,143033060,50.53
15:54:30.558,143065116,25.03
15:54:30.594,143097152,53.33
15:54:30.630,143129204,54.06
15:54:30.630,143161244,72.66
15:54:30.665,143193292,25.19
15:54:30.699,143225352,40.11
15:54:30.735,143257388,24.60
15:54:30.773,143289428,49.59
15:54:30.811,143320496,13.49
15:54:30.848,143352548,-3.98
15:54:30.883,143384572,38.75
15:54:30.883,143416616,90.48
15:54:30.918,143448664,19.81
15:54:30.954,143480716,64.14
15:54:30.989,143512764,43.42
15:54:31.026,143544812,76.76
15:54:31.061,143576872,-10.46
15:54:31.096,143608920,40.16
15:54:31.132,143640980,6.99
15:54:31.167,143673040,43.99
15:54:31.204,143704104,30.72
15:54:31.204,143736156,52.46
15:54:31.239,143768208,44.97
15:54:31.276,143800268,53.22
15:54:31.310,143832316,34.90
15:54:31.348,143864372,24.94
15:54:31.384,143896424,27.54
15:54:31.419,143928468,31.71
15:54:31.455,143960516,37.84
15:54:31.455,143992564,40.81
15:54:31.490,144024612,51.85
15:54:31.527,144056676,50.62
15:54:31.564,144088732,42.48
15:54:31.600,144120776,36.43
15:54:31.638,144152820,20.16
15:54:31.673,144184872,19.74
15:54:31.706,144216928,16.31
15:54:31.741,144248976,72.89
15:54:31.774,144281036,71.22
15:54:31.812,144313072,65.00
15:54:31.812,144345120,50.52
15:54:31.850,144377152,84.84
15:54:31.885,144408208,32.61
15:54:31.922,144440256,-1.15
15:54:31.957,144472304,17.41
15:54:31.994,144504348,14.07
15:54:32.027,144536376,37.07
15:54:32.065,144568396,92.92
15:54:32.065,144600440,50.05
15:54:32.099,144632488,44.13
15:54:32.136,144664536,20.83
15:54:32.173,144696576,53.84
15:54:32.210,144728624,6.26
15:54:32.243,144760676,35.64
15:54:32.281,144792736,17.84
