time,us,acc
15:52:59.121,51699460,17.09
15:52:59.158,51731484,21.20
15:52:59.193,51763504,13.19
15:52:59.193,51795528,29.47
15:52:59.231,51827560,39.48
15:52:59.268,51859596,47.84
15:52:59.306,51891628,62.20
15:52:59.340,51923652,62.61
15:52:59.374,51955672,46.10
15:52:59.412,51987684,52.31
15:52:59.449,52019700,38.99
15:52:59.449,52051716,27.17
15:52:59.486,52083728,26.66
15:52:59.519,52115764,20.77
15:52:59.557,52147796,30.36
15:52:59.595,52179808,40.46
15:52:59.628,52211828,53.80
15:52:59.666,52243860,52.29
15:52:59.703,52275884,53.12
15:52:59.737,52307904,57.51
15:52:59.737,52339920,47.59
15:52:59.773,52371952,38.71
15:52:59.809,52403980,28.63
15:52:59.847,52435988,25.84
15:52:59.885,52468012,15.38
15:52:59.923,52500036,24.85
15:52:59.960,52532068,26.82
15:52:59.960,52564080,48.30
15:52:59.994,52596120,51.47
15:53:00.031,52628140,55.99
15:53:00.066,52660168,64.54
15:53:00.104,52692196,56.57
15:53:00.138,52724224,37.05
15:53:00.172,52756232,35.09
15:53:00.209,52788256,17.05
15:53:00.246,52820284,19.28
15:53:00.283,52852300,22.55
15:53:00.283,52884324,16.17
15:53:00.317,52916344,27.68
15:53:00.355,52948368,38.65
15:53:00.393,52980396,49.48
15:53:00.430,53012424,47.54
15:53:00.467,53044452,71.85
15:53:00.501,53076476,66.83
15:53:00.539,53108500,62.69
15:53:00.539,53140520,31.05
15:53:00.572,53172516,36.15
15:53:00.609,53204528,27.69
15:53:00.643,53236552,20.94
15:53:00.680,53268568,34.81
15:53:00.718,53300600,44.94
15:53:00.755,53332612,43.17
15:53:00.791,53364632,38.15
15:53:00.826,53396656,34.75
15:53:00.861,53428668,33.55
15:53:00.861,53460696,34.01
15:53:00.899,53492712,37.58
15:53:00.934,53524736,35.95
15:53:00.972,53556760,36.86
15:53:01.007,53588780,42.30
15:53:01.043,53620796,38.51
15:53:01.077,53652828,38.18
15:53:01.110,53684852,41.87
15:53:01.148,53716884,36.23
15:53:01.148,53748904,39.75
15:53:01.185,53780940,35.78
15:53:01.222,53812968,38.33
15:53:01.259,53844984,33.56
15:53:01.297,53877012,39.81
15:53:01.334,53909048,42.71
15:53:01.371,53941068,38.45
15:53:01.371,53973084,40.03
15:53:01.406,54005120,41.06
15:53:01.439,54037140,41.74
15:53:01.477,54069164,36.45
15:53:01.513,54101184,39.03
15:53:01.551,54133208,34.34
15:53:01.585,54165232,36.20
15:53:01.620,54197264,37.84
15:53:01.653,54229288,34.69
15:53:01.689,54261328,35.32
15:53:01.727,54293348,35.83
15:53:01.727,54325372,35.27
15:53:01.764,54357408,38.37
15:53:01.800,54389436,34.90
15:53:01.837,54421456,35.84
15:53:01.873,54453476,36.28
15:53:01.906,54485496,38.90
15:53:01.941,54517536,35.57
15:53:01.976,54549576,37.48
15:53:02.010,54581600,39.04
15:53:02.045,54613624,38.75
15:53:02.045,54645644,37.20
15:53:02.079,54677664,37.55
15:53:02.117,54709692,38.05
15:53:02.152,54741716,37.87
15:53:02.188,54773732,36.52
15:53:02.224,54805748,42.39
15:53:02.259,54837776,37.33
15:53:02.294,54869796,34.71
15:53:02.332,54901828,37.13
15:53:02.332,54933852,34.13
15:53:02.369,54965876,37.08
15:53:02.406,54997888,37.58
15:53:02.439,55029908,36.51
15:53:02.477,55061936,37.37
15:53:02.515,55093964,38.04
15:53:02.553,55125984,40.44
15:53:02.587,55158004,40.35
15:53:02.621,55190020,42.15
15:53:02.621,55222032,36.37
15:53:02.656,55254068,35.58
15:53:02.691,55286104,34.15
15:53:02.729,55318132,38.44
15:53:02.767,55350156,33.79
15:53:02.805,55382180,38.87
15:53:02.840,55414216,38.44
15:53:02.877,55446236,37.08
15:53:02.877,55478268,34.01
15:53:02.911,55510288,34.09
15:53:02.946,55542328,37.03
15:53:02.983,55574344,35.88
15:53:03.016,55606364,37.27
15:53:03.051,55638396,40.87
15:53:03.088,55670412,37.47
15:53:03.121,55702440,35.90
15:53:03.157,55734472,35.60
15:53:03.190,55766504,37.69
15:53:03.227,55798532,39.53
15:53:03.227,55830564,35.79
15:53:03.260,55862588,36.14
15:53:03.293,55894608,39.99
15:53:03.328,55926644,36.03
15:53:03.366,55958660,42.25
15:53:03.404,55990696,38.80
15:53:03.438,56022732,37.66
15:53:03.475,56054756,40.05
15:53:03.512,56086784,40.29
15:53:03.548,56118800,36.94
15:53:03.586,56150828,38.32
15:53:03.586,56182856,36.15
15:53:03.619,56214880,35.47
15:53:03.654,56246900,37.36
15:53:03.692,56278920,37.11
15:53:03.729,56310944,35.79
15:53:03.765,56342976,41.90
15:53:03.802,56375000,41.05
15:53:03.839,56407016,40.00
15:53:03.839,56439064,40.06
15:53:03.877,56471084,39.04
15:53:03.912,56503104,35.96
15:53:03.946,56535120,32.36
15:53:03.984,56567140,37.88
15:53:04.019,56599168,33.71
15:53:04.057,56631188,36.25
15:53:04.090,56663208,37.26
15:53:04.126,56695236,37.74
15:53:04.126,56727256,37.97
15:53:04.164,56759292,39.76
15:53:04.201,56791320,39.48
15:53:04.236,56823360,37.98
15:53:04.271,56855388,38.76
15:53:04.309,56887408,36.11
15:53:04.346,56919436,37.24
15:53:04.384,56951456,36.79
15:53:04.384,56983472,37.51
15:53:04.420,57015496,37.80
15:53:04.455,57047508,34.75
15:53:04.490,57079536,38.24
15:53:04.524,57111548,36.41
15:53:04.562,57143576,39.73
15:53:04.596,57175600,37.16
15:53:04.634,57207624,39.90
15:53:04.670,57239652,38.60
15:53:04.705,57271688,34.53
15:53:04.705,57303716,39.24
15:53:04.743,57335748,37.57
15:53:04.781,57367780,35.20
15:53:04.817,57399804,38.02
15:53:04.854,57431828,39.97
15:53:04.891,57463864,34.74
15:53:04.927,57495876,39.96
15:53:04.927,57527912,37.88
15:53:04.964,57559932,38.93
15:53:05.001,57591956,35.59
15:53:05.038,57623988,41.85
15:53:05.074,57656016,37.38
15:53:05.112,57688044,34.61
15:53:05.147,57720068,34.16
15:53:05.184,57752092,39.08
15:53:05.220,57784112,37.62
15:53:05.220,57816136,36.49
15:53:05.253,57848176,37.54
15:53:05.287,57880208,36.55
15:53:05.322,57912236,38.30
15:53:05.359,57944264,34.94
15:53:05.397,57976296,36.68
15:53:05.433,58008324,37.30
15:53:05.470,58040348,31.66
15:53:05.508,58072376,38.72
15:53:05.508,58104408,38.30
15:53:05.544,58136432,38.68
15:53:05.580,58168456,35.38
15:53:05.617,58200496,39.38
15:53:05.651,58232520,39.38
15:53:05.688,58264544,36.43
15:53:05.725,58296564,34.69
15:53:05.762,58328588,36.46
15:53:05.762,58360608,37.24
15:53:05.798,58392628,39.98
15:53:05.835,58424672,38.10
15:53:05.871,58456704,37.88
15:53:05.906,58488716,40.22
15:53:05.940,58520744,39.72
15:53:05.977,58552780,35.97
15:53:06.011,58584800,34.73
15:53:06.051,58616820,36.36
15:53:06.051,58648856,34.67
15:53:06.085,58680900,38.29
15:53:06.118,58712932,39.74
15:53:06.156,58744956,40.26
15:53:06.189,58776980,35.33
15:53:06.222,58808996,42.78
15:53:06.256,58841020,41.52
15:53:06.292,58873044,35.84
15:53:06.328,58905084,39.33
15:53:06.361,58937104,32.74
15:53:06.399,58969124,34.34
15:53:06.433,59001140,36.78
15:53:06.433,59033176,34.55
15:53:06.467,59065196,33.99
15:53:06.504,59097220,40.91
15:53:06.541,59129256,40.93
15:53:06.578,59161276,39.16
15:53:06.612,59193296,40.39
15:53:06.650,59225324,38.84
15:53:06.684,59257352,37.37
15:53:06.721,59289376,34.96
15:53:06.721,59321396,38.18
15:53:06.756,59353416,34.48
15:53:06.793,59385448,39.11
15:53:06.830,59417468,38.16
15:53:06.867,59449492,37.12
15:53:06.904,59481516,41.00
15:53:06.941,59513544,41.82
15:53:06.979,59545560,36.38
15:53:06.979,59577580,37.54
15:53:07.013,59609600,38.47
15:53:07.051,59641636,34.67
15:53:07.088,59673664,36.94
15:53:07.124,59705708,34.20
15:53:07.160,59737732,31.20
15:53:07.197,59769752,39.22
15:53:07.234,59801768,39.81
15:53:07.272,59833788,36.78
15:53:07.272,59865800,38.56
15:53:07.306,59897832,37.22
15:53:07.340,59929844,40.59
15:53:07.377,59961872,39.09
15:53:07.411,59993904,36.61
15:53:07.446,60025932,36.04
15:53:07.483,60057956,41.65
15:53:07.520,60089984,34.83
15:53:07.558,60122004,35.30
15:53:07.558,60154020,37.67
15:53:07.595,60186060,34.03
15:53:07.630,60218076,38.30
15:53:07.668,60250100,38.08
15:53:07.705,60282124,35.09
15:53:07.742,60314148,36.85
15:53:07.778,60346172,37.93
15:53:07.813,60378200,35.54
15:53:07.813,60410240,40.30
15:53:07.850,60442252,38.73
15:53:07.883,60474276,37.78
15:53:07.917,60506300,35.51
15:53:07.954,60538320,36.24
15:53:07.992,60570332,34.06
15:53:08.027,60602352,41.49
15:53:08.065,60634380,37.30
15:53:08.099,60666404,38.10
15:53:08.133,60698420,37.76
15:53:08.133,60730440,37.38
15:53:08.170,60762456,36.94
15:53:08.203,60794472,36.47
15:53:08.241,60826496,36.46
15:53:08.275,60858528,36.89
15:53:08.309,60890548,41.65
15:53:08.345,60922560,37.76
15:53:08.380,60954576,38.22
15:53:08.417,60986600,37.45
15:53:08.450,61018636,35.69
15:53:08.488,61050656,41.66
15:53:08.488,61082688,38.31
15:53:08.525,61114720,35.68
15:53:08.558,61146744,38.08
15:53:08.596,61178756,37.05
15:53:08.634,61210776,38.52
15:53:08.667,61242808,36.22
15:53:08.701,61274828,37.66
15:53:08.738,61306848,39.21
15:53:08.775,61338876,39.13
15:53:08.775,61370892,39.88
15:53:08.810,61402916,40.60
15:53:08.843,61434936,37.54
15:53:08.878,61466952,34.03
15:53:08.914,61498980,37.52
15:53:08.951,61531000,41.04
15:53:08.986,61563028,37.36
15:53:09.023,61595072,35.40
15:53:09.061,61627092,37.04
15:53:09.097,61659112,40.44
15:53:09.097,61691136,36.19
15:53:09.134,61723168,37.85
15:53:09.168,61755196,35.57
15:53:09.202,61787220,38.54
15:53:09.238,61819252,38.66
15:53:09.275,61851280,35.09
15:53:09.309,61883304,35.66
15:53:09.346,61915316,36.26
15:53:09.383,61947332,37.31
15:53:09.383,61979344,40.50
15:53:09.419,62011360,38.22
15:53:09.452,62043384,36.75
15:53:09.488,62075400,32.13
15:53:09.526,62107412,36.65
15:53:09.560,62139444,34.37
15:53:09.596,62171468,39.34
15:53:09.634,62203488,35.63
15:53:09.667,62235504,35.38
15:53:09.705,62267536,39.15
15:53:09.705,62299576,37.46
15:53:09.740,62331604,36.91
15:53:09.777,62363616,37.25
15:53:09.810,62395636,36.94
15:53:09.848,62427672,32.62
15:53:09.885,62459692,37.26
15:53:09.923,62491720,36.89
15:53:09.957,62523752,33.64
15:53:09.993,62555780,35.59
15:53:09.993,62587804,35.52
15:53:10.029,62619836,34.33
15:53:10.066,62651856,35.01
15:53:10.104,62683864,40.98
15:53:10.137,62715880,37.40
15:53:10.175,62747908,37.48
15:53:10.212,62779936,37.76
15:53:10.246,62811956,39.69
15:53:10.246,62843980,37.06
15:53:10.284,62876020,36.30
15:53:10.322,62908040,37.33
15:53:10.358,62940060,41.10
15:53:10.395,62972084,38.46
15:53:10.432,63004108,41.21
15:53:10.468,63036128,36.57
15:53:10.503,63068152,34.00
15:53:10.537,63100160,38.79
15:53:10.537,63132200,37.23
15:53:10.574,63164224,39.92
15:53:10.612,63196252,34.87
15:53:10.648,63228296,38.00
15:53:10.684,63260320,36.01
15:53:10.718,63292336,36.95
15:53:10.754,63324352,38.87
15:53:10.792,63356380,35.72
15:53:10.792,63388400,38.04
15:53:10.828,63420424,35.67
15:53:10.865,63452452,38.51
15:53:10.901,63484492,34.59
15:53:10.938,63516528,41.08
15:53:10.972,63548556,38.77
15:53:11.008,63580576,39.73
15:53:11.043,63612600,41.13
15:53:11.079,63644616,38.42
15:53:11.079,63676632,33.45
15:53:11.116,63708652,38.70
15:53:11.150,63740680,38.47
15:53:11.187,63772720,40.99
15:53:11.224,63804748,37.69
15:53:11.258,63836780,39.09
15:53:11.293,63868816,34.56
15:53:11.327,63900836,40.79
15:53:11.362,63932868,41.18
15:53:11.395,63964888,38.13
15:53:11.430,63996908,37.88
15:53:11.464,64028924,36.59
15:53:11.464,64060944,36.92
15:53:11.502,64092960,35.08
15:53:11.538,64124984,40.41
15:53:11.576,64157016,38.82
15:53:11.610,64189056,36.30
15:53:11.644,64221096,36.41
15:53:11.680,64253120,35.62
15:53:11.713,64285156,36.92
15:53:11.751,64317188,35.00
15:53:11.786,64349216,39.06
15:53:11.821,64381228,37.32
15:53:11.821,64413260,36.22
15:53:11.856,64445284,35.73
15:53:11.892,64477312,34.90
15:53:11.929,64509336,36.55
15:53:11.965,64541360,35.85
15:53:12.001,64573384,36.65
15:53:12.034,64605404,36.99
15:53:12.072,64637428,37.83
15:53:12.110,64669460,34.86
15:53:12.110,64701484,34.65
15:53:12.145,64733500,36.58
15:53:12.180,64765532,35.97
15:53:12.216,64797552,37.90
15:53:12.251,64829584,37.48
15:53:12.288,64861616,37.60
15:53:12.322,64893632,38.21
15:53:12.360,64925652,39.31
15:53:12.394,64957668,37.74
15:53:12.394,64989704,37.83
15:53:12.431,65021728,34.81
15:53:12.464,65053756,38.77
15:53:12.500,65085788,36.78
15:53:12.537,65117812,34.19
15:53:12.573,65149848,36.87
15:53:12.611,65181864,41.96
15:53:12.646,65213900,37.99
15:53:12.684,65245936,33.87
15:53:12.684,65277968,41.52
15:53:12.720,65309988,36.09
15:53:12.756,65342020,37.52
15:53:12.791,65374048,38.08
15:53:12.828,65406068,37.70
15:53:12.862,65438092,41.13
15:53:12.899,65470112,37.01
15:53:12.933,65502128,38.04
15:53:12.969,65534144,35.48
15:53:13.006,65566160,36.93
15:53:13.006,65598176,43.51
15:53:13.040,65630196,33.81
15:53:13.077,65662224,39.00
15:53:13.110,65694272,31.18
15:53:13.148,65726296,32.52
15:53:13.182,65758312,38.67
15:53:13.217,65790348,32.18
15:53:13.254,65822368,40.44
15:53:13.291,65854388,38.27
15:53:13.291,65886416,38.87
15:53:13.326,65918452,39.49
15:53:13.362,65950472,41.70
15:53:13.400,65982488,35.68
15:53:13.437,66014520,36.22
15:53:13.470,66046540,41.49
15:53:13.504,66078568,38.64
15:53:13.541,66110584,35.20
15:53:13.578,66142628,38.58
15:53:13.616,66174656,34.74
15:53:13.616,66206672,37.06
15:53:13.650,66238696,35.83
15:53:13.688,66270728,38.46
15:53:13.725,66302748,37.42
15:53:13.759,66334776,40.60
15:53:13.797,66366796,37.54
15:53:13.834,66398824,36.70
15:53:13.869,66430852,41.23
15:53:13.869,66462860,34.98
15:53:13.902,66494892,36.04
15:53:13.939,66526912,34.21
15:53:13.975,66558928,42.02
15:53:14.011,66590944,38.14
15:53:14.048,66622972,35.56
15:53:14.085,66654996,39.09
15:53:14.118,66687024,34.79
15:53:14.152,66719048,37.07
15:53:14.187,66751064,39.09
15:53:14.187,66783088,35.26
15:53:14.222,66815108,37.82
15:53:14.260,66847140,35.15
15:53:14.296,66879164,35.65
15:53:14.334,66911180,34.03
15:53:14.369,66943192,35.03
15:53:14.403,66975232,41.24
15:53:14.437,67007256,39.62
15:53:14.472,67039292,37.44
15:53:14.508,67071336,39.31
15:53:14.546,67103364,33.19
15:53:14.546,67135380,38.91
15:53:14.584,67167408,34.74
15:53:14.620,67199432,34.27
15:53:14.657,67231460,40.51
15:53:14.691,67263480,37.90
15:53:14.724,67295508,35.19
15:53:14.759,67327544,39.94
15:53:14.796,67359572,36.22
15:53:14.834,67391596,40.74
15:53:14.834,67423624,39.24
15:53:14.871,67455648,42.38
15:53:14.909,67487668,38.57
15:53:14.947,67519688,39.34
15:53:14.984,67551724,38.82
15:53:15.018,67583748,36.61
15:53:15.054,67615768,35.47
15:53:15.092,67647788,35.44
15:53:15.092,67679812,40.40
15:53:15.127,67711828,40.13
15:53:15.160,67743832,36.32
15:53:15.198,67775868,40.70
15:53:15.234,67807892,41.04
15:53:15.271,67839904,40.51
15:53:15.305,67871904,40.40
15:53:15.341,67903924,32.79
15:53:15.377,67935936,38.12
15:53:15.377,67967956,23.79
15:53:15.413,67999988,47.23
15:53:15.450,68032008,51.87
15:53:15.484,68064044,45.03
15:53:15.522,68096060,28.94
15:53:15.557,68128104,37.21
15:53:15.595,68160124,33.74
15:53:15.629,68192136,32.05
15:53:15.662,68224140,30.96
15:53:15.662,68256168,49.44
15:53:15.698,68288196,70.32
15:53:15.735,68320220,68.84
15:53:15.773,68352236,45.09
15:53:15.806,68384236,44.35
15:53:15.841,68416256,31.66
15:53:15.877,68448264,31.38
15:53:15.915,68480268,34.27
15:53:15.949,68512300,24.03
15:53:15.985,68544316,34.13
15:53:16.023,68576332,57.24
15:53:16.023,68608368,62.03
15:53:16.060,68640388,69.13
15:53:16.098,68672416,40.18
15:53:16.135,68704440,60.08
15:53:16.170,68736472,38.68
15:53:16.206,68768488,35.83
15:53:16.206,68800492,29.69
15:53:16.244,68832496,17.89
15:53:16.281,68864520,19.21
15:53:16.316,68896544,28.68
15:53:16.351,68928580,22.49
15:53:16.389,68960604,50.26
15:53:16.424,68992632,45.59
15:53:16.462,69024656,60.18
15:53:16.496,69056676,70.70
15:53:16.534,69088700,65.21
15:53:16.534,69120708,28.59
15:53:16.572,69152720,42.64
15:53:16.606,69184732,26.25
15:53:16.641,69216764,16.50
15:53:16.677,69248768,22.73
15:53:16.712,69280792,33.40
15:53:16.750,69312816,35.49
15:53:16.786,69344860,48.46
15:53:16.786,69376888,43.57
15:53:16.820,69408920,60.17
15:53:16.857,69440948,63.05
15:53:16.893,69472964,41.88
15:53:16.930,69504976,30.07
15:53:16.966,69536976,30.56
15:53:17.003,69568992,10.36
15:53:17.037,69600992,24.93
15:53:17.074,69633020,13.58
15:53:17.110,69665044,23.84
15:53:17.110,69697076,36.81
15:53:17.148,69729100,48.57
15:53:17.182,69761120,52.72
15:53:17.221,69793156,46.96
15:53:17.255,69825172,43.78
15:53:17.290,69857180,42.76
15:53:17.324,69889192,24.51
15:53:17.361,69921200,31.66
15:53:17.395,69953212,23.62
15:53:17.395,69985236,17.30
15:53:17.429,70017248,15.69
15:53:17.466,70049268,27.80
15:53:17.500,70081288,52.29
15:53:17.539,70113312,55.37
15:53:17.576,70145340,59.69
15:53:17.614,70177380,60.18
15:53:17.650,70209392,46.68
15:53:17.650,70241408,27.92
15:53:17.687,70273416,31.52
15:53:17.723,70305420,26.66
15:53:17.761,70337448,21.70
15:53:17.795,70369436,22.01
15:53:17.832,70401464,27.21
15:53:17.870,70433480,34.25
15:53:17.908,70465500,54.33
15:53:17.908,70497528,49.88
15:53:17.941,70529580,52.85
15:53:17.974,70561604,54.53
15:53:18.008,70593624,42.97
15:53:18.042,70625656,44.95
15:53:18.078,70657664,32.34
15:53:18.115,70689672,30.58
15:53:18.152,70721684,24.55
15:53:18.186,70753696,11.96
15:53:18.224,70785716,23.19
15:53:18.261,70817732,32.29
15:53:18.261,70849756,43.02
15:53:18.295,70881776,52.86
15:53:18.328,70913808,48.95
15:53:18.366,70945832,53.40
15:53:18.401,70977848,33.64
15:53:18.436,71009868,34.51
15:53:18.473,71041892,36.16
15:53:18.507,71073892,37.36
15:53:18.541,71105916,21.01
15:53:18.578,71137916,23.98
15:53:18.615,71169932,32.36
15:53:18.615,71201956,47.54
15:53:18.652,71233972,43.24
15:53:18.688,71265996,58.61
15:53:18.725,71298016,76.35
15:53:18.761,71330040,54.90
15:53:18.798,71362068,41.94
15:53:18.836,71394088,43.89
15:53:18.873,71426120,30.59
15:53:18.873,71458156,15.39
15:53:18.907,71490180,29.87
15:53:18.940,71522216,23.85
15:53:18.975,71554228,24.05
15:53:19.012,71586252,41.56
15:53:19.049,71618288,38.80
15:53:19.084,71650320,50.32
15:53:19.120,71682356,54.35
15:53:19.153,71714396,46.02
15:53:19.187,71746392,48.93
15:53:19.225,71778408,40.91
15:53:19.225,71810428,31.25
15:53:19.261,71842428,40.10
15:53:19.294,71874424,22.99
15:53:19.329,71906452,39.17
15:53:19.367,71938480,56.43
15:53:19.400,71970488,52.03
15:53:19.437,72002500,71.66
15:53:19.473,72034520,48.55
15:53:19.507,72066548,57.99
15:53:19.544,72098580,52.34
15:53:19.544,72130608,48.66
15:53:19.580,72162628,26.81
15:53:19.618,72194640,14.60
15:53:19.656,72226664,29.03
15:53:19.690,72258684,35.07
15:53:19.725,72290720,34.99
15:53:19.761,72322744,40.54
15:53:19.796,72354772,59.85
15:53:19.833,72386808,51.54
15:53:19.833,72418824,41.66
15:53:19.866,72450852,57.51
15:53:19.900,72482876,29.37
15:53:19.937,72514896,9.19
15:53:19.973,72546908,12.88
15:53:20.008,72578924,47.16
15:53:20.045,72610952,57.00
15:53:20.082,72643000,49.45
15:53:20.117,72675024,49.92
15:53:20.154,72707048,50.22
15:53:20.154,72739084,50.37
15:53:20.187,72771096,33.57
15:53:20.225,72803108,20.54
15:53:20.259,72835132,29.44
15:53:20.296,72867172,70.52
15:53:20.330,72899196,78.86
15:53:20.368,72931208,34.61
15:53:20.403,72963236,18.08
15:53:20.437,72995248,16.26
15:53:20.474,73027268,66.87
15:53:20.474,73059300,111.98
15:53:20.511,73091328,50.98
15:53:20.547,73123356,16.38
15:53:20.583,73155372,11.53
15:53:20.620,73187396,54.40
15:53:20.654,73219436,86.33
15:53:20.688,73251484,59.93
15:53:20.723,73283500,48.64
15:53:20.758,73315520,27.55
15:53:20.758,73347548,25.17
15:53:20.794,73379564,28.49
15:53:20.832,73411600,35.08
15:53:20.867,73443600,24.52
15:53:20.901,73475620,12.80
15:53:20.937,73507644,22.37
15:53:20.972,73539660,27.35
15:53:21.005,73571696,44.42
15:53:21.043,73603732,34.12
15:53:21.078,73635756,37.09
15:53:21.116,73667768,34.58
15:53:21.116,73699800,37.80
15:53:21.155,73731824,46.34
15:53:21.188,73763856,38.18
15:53:21.222,73795880,58.65
15:53:21.260,73827916,37.45
15:53:21.294,73859928,48.87
15:53:21.330,73891964,46.09
15:53:21.366,73924000,57.73
15:53:21.402,73956032,38.73
15:53:21.402,73988052,49.49
15:53:21.435,74020068,34.60
15:53:21.473,74052076,30.38
15:53:21.508,74084084,28.97
15:53:21.546,74116092,28.24
15:53:21.584,74148104,20.55
15:53:21.622,74180116,11.89
15:53:21.656,74212128,19.70
15:53:21.656,74244164,39.41
15:53:21.694,74276188,27.95
15:53:21.731,74308224,22.17
15:53:21.769,74340228,36.07
15:53:21.804,74372264,50.20
15:53:21.838,74404296,46.83
15:53:21.873,74436332,52.81
15:53:21.908,74468364,45.79
15:53:21.946,74500392,46.15
15:53:21.946,74532420,52.48
15:53:21.980,74564444,52.67
15:53:22.016,74596452,51.45
15:53:22.054,74628496,51.75
15:53:22.091,74660516,55.78
15:53:22.126,74692524,50.75
15:53:22.162,74724536,50.51
15:53:22.200,74756548,42.78
15:53:22.234,74788556,41.17
15:53:22.234,74820564,38.69
15:53:22.272,74852588,12.97
15:53:22.309,74884620,26.68
15:53:22.346,74916636,17.37
15:53:22.384,74948672,22.06
15:53:22.423,74980700,28.44
15:53:22.458,75012724,20.34
15:53:22.458,75044744,36.63
15:53:22.491,75076772,27.05
15:53:22.529,75108800,24.23
15:53:22.562,75140824,18.98
15:53:22.599,75172848,38.13
15:53:22.634,75204876,40.22
15:53:22.671,75236908,46.92
15:53:22.707,75268936,52.06
15:53:22.743,75300944,44.19
15:53:22.781,75332992,59.39
15:53:22.781,75365008,55.91
15:53:22.819,75397032,60.81
15:53:22.857,75429036,53.69
15:53:22.890,75461064,34.62
15:53:22.924,75493076,56.56
15:53:22.962,75525104,39.92
15:53:22.999,75557136,40.87
15:53:23.037,75589160,32.98
15:53:23.037,75621188,50.83
15:53:23.070,75653216,30.55
15:53:23.106,75685244,24.66
15:53:23.140,75717248,22.34
15:53:23.174,75749268,18.71
15:53:23.212,75781284,21.14
15:53:23.247,75813304,15.77
15:53:23.285,75845328,27.13
15:53:23.319,75877344,22.44
15:53:23.352,75909368,43.87
15:53:23.390,75941392,44.10
15:53:23.390,75973416,51.72
15:53:23.427,76005444,43.44
15:53:23.464,76037476,41.83
15:53:23.499,76069500,50.52
15:53:23.533,76101528,46.41
15:53:23.571,76133560,54.03
15:53:23.608,76165596,43.13
15:53:23.643,76197608,58.59
15:53:23.678,76229644,44.07
15:53:23.678,76261652,40.56
15:53:23.713,76293672,37.98
15:53:23.750,76325684,41.90
15:53:23.788,76357700,24.19
15:53:23.825,76389728,23.78
15:53:23.859,76421764,6.11
15:53:23.897,76453768,25.58
15:53:23.931,76485796,35.35
15:53:23.931,76517840,56.07
15:53:23.973,76549868,69.27
15:53:24.007,76581904,72.72
15:53:24.041,76613928,66.78
15:53:24.075,76645972,60.02
15:53:24.108,76677996,35.32
15:53:24.142,76710004,39.37
15:53:24.176,76742024,24.58
15:53:24.212,76774056,32.72
15:53:24.245,76806080,28.05
15:53:24.283,76838096,22.38
15:53:24.283,76870108,33.08
15:53:24.319,76902132,55.80
15:53:24.352,76934160,60.79
15:53:24.388,76966180,70.06
15:53:24.426,76998208,66.85
15:53:24.461,77030240,42.25
15:53:24.495,77062244,43.93
15:53:24.529,77094284,41.45
15:53:24.567,77126284,28.99
15:53:24.603,77158296,24.92
15:53:24.603,77190312,15.38
15:53:24.639,77222340,27.84
15:53:24.677,77254360,27.55
15:53:24.710,77286372,49.62
15:53:24.746,77318396,56.66
15:53:24.783,77350436,50.70
15:53:24.821,77382444,52.25
15:53:24.855,77414476,36.46
15:53:24.888,77446492,27.65
15:53:24.926,77478512,33.13
15:53:24.964,77510524,41.21
15:53:24.964,77542544,40.30
15:53:25.000,77574564,47.93
15:53:25.034,77606600,39.35
15:53:25.071,77638632,37.23
15:53:25.108,77670656,32.61
15:53:25.144,77702684,31.91
15:53:25.178,77734708,34.70
15:53:25.215,77766732,36.42
15:53:25.215,77798768,35.48
15:53:25.251,77830800,37.20
15:53:25.285,77862820,36.54
15:53:25.320,77894836,36.97
15:53:25.355,77926872,38.88
15:53:25.389,77958908,41.45
15:53:25.426,77990928,35.72
15:53:25.464,78022940,34.00
15:53:25.498,78054960,36.16
15:53:25.535,78086976,39.15
15:53:25.535,78119008,35.61
15:53:25.569,78151032,35.68
15:53:25.606,78183068,40.49
15:53:25.643,78215088,42.56
15:53:25.680,78247112,42.96
15:53:25.717,78279136,36.43
15:53:25.753,78311164,38.25
15:53:25.789,78343184,35.11
15:53:25.826,78375204,36.30
15:53:25.826,78407236,37.32
15:53:25.863,78439252,40.04
15:53:25.901,78471276,37.64
15:53:25.934,78503308,40.51
15:53:25.967,78535320,38.86
15:53:26.001,78567344,40.37
15:53:26.036,78599364,38.29
15:53:26.072,78631396,37.06
15:53:26.108,78663420,35.23
15:53:26.145,78695452,35.60
15:53:26.145,78727472,34.04
15:53:26.179,78759508,31.91
15:53:26.216,78791524,38.06
15:53:26.252,78823552,40.45
15:53:26.289,78855568,37.47
15:53:26.325,78887592,39.75
15:53:26.362,78919612,36.58
15:53:26.399,78951644,37.10
15:53:26.437,78983656,37.16
15:53:26.437,79015684,38.85
15:53:26.474,79047716,35.07
15:53:26.508,79079732,35.40
15:53:26.542,79111760,39.81
15:53:26.578,79143784,34.30
15:53:26.616,79175800,40.96
15:53:26.654,79207840,38.02
15:53:26.690,79239852,37.87
15:53:26.690,79271876,41.41
15:53:26.723,79303900,38.36
15:53:26.758,79335936,38.25
15:53:26.796,79367956,37.75
15:53:26.834,79399984,36.77
15:53:26.871,79432008,36.67
15:53:26.906,79464036,38.33
15:53:26.944,79496064,37.08
15:53:26.982,79528088,35.38
15:53:26.982,79560116,35.90
15:53:27.019,79592140,39.14
15:53:27.053,79624160,41.11
15:53:27.089,79656176,40.03
